ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence
41BCC06E83,202412,한양대,0.05680447,5,Very Low,정상,normal,0.0
D7028A57A2,202412,왕십리,0.057331897,5,Very Low,정상,normal,0.0
A33442D657,202412,뚝섬,0.050688982,5,Very Low,정상,normal,0.0
92615FFF8B,202412,한양대,0.051493023,5,Very Low,정상,normal,0.0
86D0C43DB4,202412,,0.050569076,5,Very Low,정상,normal,0.0
CA43DFDEA8,202412,성수,0.057093214,5,Very Low,정상,normal,0.0
F4E7570A2E,202412,,0.052585483,5,Very Low,정상,normal,0.0
5C599A6F56,202412,왕십리,0.057664994,5,Very Low,정상,normal,0.0
216590EA3B,202412,왕십리,0.0567303,5,Very Low,정상,normal,0.0
E5B86651F8,202412,마장동,0.056444537,5,Very Low,정상,normal,0.0
E5A898ED0C,202412,왕십리,0.054979455,5,Very Low,정상,normal,0.0
B6660D3A83,202412,금남시장,0.058082163,5,Very Low,정상,normal,0.0
DB1E0B5C1E,202412,왕십리,0.05963611,5,Very Low,정상,normal,0.0
6B57A63A62,202412,한양대,0.050698698,5,Very Low,정상,normal,0.0
EE79357E42,202412,한양대,0.05492446,5,Very Low,정상,normal,0.0
161867AF15,202412,,0.054516476,5,Very Low,정상,normal,0.0
15E95AF364,202412,,0.052302923,5,Very Low,정상,normal,0.0
6AA4F9B857,202412,왕십리,0.05745189,5,Very Low,정상,normal,0.0
169ABB9060,202412,성수,0.05079876,5,Very Low,정상,normal,0.0
93BD9DB8F1,202412,옥수,0.05006524,5,Very Low,정상,normal,0.0
83452EE395,202412,답십리,0.05643313,5,Very Low,정상,normal,0.0
37EDF0B2C1,202412,금남시장,0.053458944,5,Very Low,정상,normal,0.0
37B095C0EA,202412,,0.05919259,5,Very Low,정상,normal,0.0
B54D21E03E,202412,,0.053239245,5,Very Low,정상,normal,0.0
E62416CC62,202412,한양대,0.0510097,5,Very Low,정상,normal,0.0
1676020CB1,202412,뚝섬,0.05027991,5,Very Low,정상,normal,0.0
9934EF5B85,202412,뚝섬,0.054540727,5,Very Low,정상,normal,0.0
A2ECEC9C8C,202412,,0.053900737,5,Very Low,정상,normal,0.0
E4BAFA1890,202412,한양대,0.05888652,5,Very Low,정상,normal,0.0
56E8BA3007,202412,,0.050666258,5,Very Low,정상,normal,0.0
E36F634F38,202412,,0.05243898,5,Very Low,정상,normal,0.0
4D789D747A,202412,금남시장,0.057328556,5,Very Low,정상,normal,0.0
9ABB023176,202412,신금호,0.05784498,5,Very Low,정상,normal,0.0
40D0F833AA,202412,금남시장,0.053320773,5,Very Low,정상,normal,0.0
40876D8589,202412,,0.0560015,5,Very Low,정상,normal,0.0
4208C4C0A7,202412,성수,0.05233758,5,Very Low,정상,normal,0.0
36CF6C8B70,202412,,0.05992748,5,Very Low,정상,normal,0.0
E7FB9EBA6B,202412,성수,0.050060373,5,Very Low,정상,normal,0.0
B215092E54,202412,답십리,0.053480204,5,Very Low,정상,normal,0.0
5D4A7C44B2,202412,,0.05023082,5,Very Low,정상,normal,0.0
E684B115A0,202412,옥수,0.054728433,5,Very Low,정상,normal,0.0
DC88E0D1FD,202412,성수,0.050900977,5,Very Low,정상,normal,0.0
FBC1A0EE75,202412,,0.058057413,5,Very Low,정상,normal,0.0
FB5D8197BC,202412,,0.051264267,5,Very Low,정상,normal,0.0
916A68D648,202412,,0.050674524,5,Very Low,정상,normal,0.0
9133ECC312,202412,왕십리,0.055118386,5,Very Low,정상,normal,0.0
90C54E3D50,202412,,0.05073808,5,Very Low,정상,normal,0.0
87D1FC164F,202412,한양대,0.058783166,5,Very Low,정상,normal,0.0
54EA8467D3,202412,,0.05945184,5,Very Low,정상,normal,0.0
12E8C996B1,202412,성수,0.050857052,5,Very Low,정상,normal,0.0
0FA542A8DB,202412,장한평자동차,0.05278475,5,Very Low,정상,normal,0.0
9B75EF851F,202412,성수,0.059485655,5,Very Low,정상,normal,0.0
F4696BFFD9,202412,왕십리,0.05383042,5,Very Low,정상,normal,0.0
F3AD4E7EF8,202412,성수,0.058866408,5,Very Low,정상,normal,0.0
F0B6F6E0EA,202412,성수,0.0563404,5,Very Low,정상,normal,0.0
F074FA6DCE,202412,옥수,0.059537955,5,Very Low,정상,normal,0.0
0A1F11604A,202412,뚝섬,0.05136485,5,Very Low,정상,normal,0.0
823EAE1BFC,202412,마장동,0.051681302,5,Very Low,정상,normal,0.0
8221C4D066,202412,왕십리,0.056329083,5,Very Low,정상,normal,0.0
B1F6E35E99,202412,,0.059977565,5,Very Low,정상,normal,0.0
E823EBBA3A,202412,성수,0.0567303,5,Very Low,정상,normal,0.0
C4A3CC1A88,202412,왕십리,0.051982317,5,Very Low,정상,normal,0.0
C47DE85D62,202412,뚝섬,0.059168935,5,Very Low,정상,normal,0.0
302563C7F4,202412,왕십리,0.053363875,5,Very Low,정상,normal,0.0
DABFCC04D8,202412,,0.05799476,5,Very Low,정상,normal,0.0
DA830AD4F9,202412,뚝섬,0.051465444,5,Very Low,정상,normal,0.0
6F8840FB72,202412,신금호,0.053992644,5,Very Low,정상,normal,0.0
712C4A96BB,202412,옥수,0.054341044,5,Very Low,정상,normal,0.0
54A86F9105,202412,뚝섬,0.05479906,5,Very Low,정상,normal,0.0
BB958EC353,202412,왕십리,0.053302165,5,Very Low,정상,normal,0.0
54048E2190,202412,,0.052770708,5,Very Low,정상,normal,0.0
1E49E0A26C,202412,성수,0.05565032,5,Very Low,정상,normal,0.0
1DFD18A8D0,202412,성수,0.05218171,5,Very Low,정상,normal,0.0
E825CDB209,202412,답십리,0.052753035,5,Very Low,정상,normal,0.0
AF2404C4F8,202412,한양대,0.05754939,5,Very Low,정상,normal,0.0
4AD953D850,202412,,0.053753298,5,Very Low,정상,normal,0.0
4A98122A06,202412,뚝섬,0.052995138,5,Very Low,정상,normal,0.0
4BF6B1EEF7,202412,,0.055929184,5,Very Low,정상,normal,0.0
0B5E2CA162,202412,성수,0.05189966,5,Very Low,정상,normal,0.0
3FE023E09E,202412,,0.054334354,5,Very Low,정상,normal,0.0
3F6CA06921,202412,,0.05348141,5,Very Low,정상,normal,0.0
A149A462C3,202412,금남시장,0.056937877,5,Very Low,정상,normal,0.0
4F9BAC95BF,202412,성수,0.0567303,5,Very Low,정상,normal,0.0
90644ECF42,202412,,0.056894433,5,Very Low,정상,normal,0.0
3AC0517B5B,202412,성수,0.059148453,5,Very Low,정상,normal,0.0
3AB4FC1262,202412,성수,0.059632853,5,Very Low,정상,normal,0.0
BFA2953286,202412,왕십리,0.052903894,5,Very Low,정상,normal,0.0
33E070A5FE,202412,,0.05272893,5,Very Low,정상,normal,0.0
33630D7FC6,202412,,0.050783955,5,Very Low,정상,normal,0.0
44469393FD,202412,왕십리,0.05372926,5,Very Low,정상,normal,0.0
6F9C8F530D,202412,왕십리,0.054580905,5,Very Low,정상,normal,0.0
1D76CBF64B,202412,,0.051822595,5,Very Low,정상,normal,0.0
1CB111F32B,202412,답십리,0.057287835,5,Very Low,정상,normal,0.0
81C425F47D,202412,,0.055367272,5,Very Low,정상,normal,0.0
3DE56E2069,202412,왕십리,0.058706358,5,Very Low,정상,normal,0.0
3D8F0EC508,202412,한양대,0.052647676,5,Very Low,정상,normal,0.0
E8D1233979,202412,성수,0.052705415,5,Very Low,정상,normal,0.0
66FCF97ECE,202412,,0.05606615,5,Very Low,정상,normal,0.0
A8A809016A,202412,뚝섬,0.057557344,5,Very Low,정상,normal,0.0
47ED27ED3A,202412,마장동,0.056378465,5,Very Low,정상,normal,0.0
EB036FFB76,202412,성수,0.059301835,5,Very Low,정상,normal,0.0
1AEC503D19,202412,한양대,0.053994734,5,Very Low,정상,normal,0.0
636DB3B918,202412,신금호,0.058664553,5,Very Low,정상,normal,0.0
4A01501171,202412,뚝섬,0.052415542,5,Very Low,정상,normal,0.0
49DD179441,202412,성수,0.0581525,5,Very Low,정상,normal,0.0
62B867788E,202412,,0.059063286,5,Very Low,정상,normal,0.0
1BCD8AC994,202412,왕십리,0.05522537,5,Very Low,정상,normal,0.0
E9A75D0A9D,202412,,0.055742744,5,Very Low,정상,normal,0.0
1C4665B740,202412,뚝섬,0.0567303,5,Very Low,정상,normal,0.0
27F2AD0786,202412,뚝섬,0.05348606,5,Very Low,정상,normal,0.0
27BA4A6AFF,202412,,0.05452993,5,Very Low,정상,normal,0.0
E2157F524A,202412,왕십리,0.05341695,5,Very Low,정상,normal,0.0
E14648B415,202412,,0.050913543,5,Very Low,정상,normal,0.0
BC088F9E92,202412,옥수,0.05792307,5,Very Low,정상,normal,0.0
5322300A3B,202412,왕십리,0.0503443,5,Very Low,정상,normal,0.0
BDB8AA2BA9,202412,마장동,0.05639019,5,Very Low,정상,normal,0.0
F1A9A57B7B,202412,뚝섬,0.054255076,5,Very Low,정상,normal,0.0
10BD656C9F,202412,,0.056780823,5,Very Low,정상,normal,0.0
64687C0A87,202412,성수,0.050766427,5,Very Low,정상,normal,0.0
63FA0DEB58,202412,,0.050536208,5,Very Low,정상,normal,0.0
812F84AF3D,202412,,0.055000417,5,Very Low,정상,normal,0.0
809AD8FA0F,202412,금남시장,0.056592252,5,Very Low,정상,normal,0.0
94D1FFE0F6,202412,,0.05132691,5,Very Low,정상,normal,0.0
7E39BD7D1A,202412,,0.05509465,5,Very Low,정상,normal,0.0
7D81241546,202412,성수,0.057020795,5,Very Low,정상,normal,0.0
97F4462B0F,202412,뚝섬,0.054836407,5,Very Low,정상,normal,0.0
7F0EB59719,202412,성수,0.05980544,5,Very Low,정상,normal,0.0
BFD597B479,202412,왕십리,0.053960912,5,Very Low,정상,normal,0.0
0576F5F42A,202412,왕십리,0.053013925,5,Very Low,정상,normal,0.0
8F726BF561,202412,뚝섬,0.05315466,5,Very Low,정상,normal,0.0
88DDED98E7,202412,왕십리,0.056543164,5,Very Low,정상,normal,0.0
28718E3BF1,202412,왕십리,0.05202041,5,Very Low,정상,normal,0.0
1164A7B9D5,202412,성수,0.055677675,5,Very Low,정상,normal,0.0
7608ABD020,202412,한양대,0.05801745,5,Very Low,정상,normal,0.0
75C9AC2BFE,202412,성수,0.051198255,5,Very Low,정상,normal,0.0
D5D64A7CE8,202412,성수,0.053256784,5,Very Low,정상,normal,0.0
43CB66F206,202412,,0.0538303,5,Very Low,정상,normal,0.0
65E5572C9F,202412,금남시장,0.054863058,5,Very Low,정상,normal,0.0
650886D9B9,202412,답십리,0.05533132,5,Very Low,정상,normal,0.0
C31C533DC4,202412,성수,0.057160594,5,Very Low,정상,normal,0.0
48DBF4F872,202412,성수,0.05303076,5,Very Low,정상,normal,0.0
2D732BFF98,202412,마장동,0.057111427,5,Very Low,정상,normal,0.0
96728A7226,202412,뚝섬,0.05488276,5,Very Low,정상,normal,0.0
09A3BB12CC,202412,성수,0.05909521,5,Very Low,정상,normal,0.0
0B0F5967E0,202412,뚝섬,0.05089176,5,Very Low,정상,normal,0.0
00DA1813DE,202412,,0.058020893,5,Very Low,정상,normal,0.0
428FFBD76A,202412,,0.056866735,5,Very Low,정상,normal,0.0
FF079A30CE,202412,신금호,0.05118516,5,Very Low,정상,normal,0.0
FDFE021BDE,202412,왕십리,0.05629204,5,Very Low,정상,normal,0.0
0041E4E5AE,202412,답십리,0.041075878,4,Very Low,정상,normal,0.0
FF3C3A8704,202412,,0.04329386,4,Very Low,정상,normal,0.0
D19DEE1724,202412,,0.045401577,4,Very Low,정상,normal,0.0
391836F1E0,202412,,0.044456057,4,Very Low,정상,normal,0.0
3991680872,202412,성수,0.041312996,4,Very Low,정상,normal,0.0
FCE9571860,202412,성수,0.044794593,4,Very Low,정상,normal,0.0
03C7EBD774,202412,옥수,0.04966683,4,Very Low,정상,normal,0.0
F2AE4EF7AB,202412,행당,0.046718493,4,Very Low,정상,normal,0.0
FD1D26195F,202412,성수,0.04659789,4,Very Low,정상,normal,0.0
FD2188337A,202412,성수,0.048717093,4,Very Low,정상,normal,0.0
029F2B4A59,202412,,0.043403666,4,Very Low,정상,normal,0.0
0174C56C09,202412,,0.041289248,4,Very Low,정상,normal,0.0
E9DF09936C,202412,왕십리,0.043640345,4,Very Low,정상,normal,0.0
1ADFDEE86A,202412,왕십리,0.0451426,4,Very Low,정상,normal,0.0
0A043079E8,202412,한양대,0.04042909,4,Very Low,정상,normal,0.0
7FBBD87F5E,202412,성수,0.046241593,4,Very Low,정상,normal,0.0
80839BC327,202412,성수,0.04605205,4,Very Low,정상,normal,0.0
96A00BF6D0,202412,,0.047793224,4,Very Low,정상,normal,0.0
0BEDDE7AF8,202412,왕십리,0.043062642,4,Very Low,정상,normal,0.0
9763A314E7,202412,,0.043462664,4,Very Low,정상,normal,0.0
7EAC320AA6,202412,왕십리,0.040250983,4,Very Low,정상,normal,0.0
7EE617798C,202412,뚝섬,0.04931001,4,Very Low,정상,normal,0.0
97F13CDA75,202412,금남시장,0.047986098,4,Very Low,정상,normal,0.0
355A49D07D,202412,성수,0.046358407,4,Very Low,정상,normal,0.0
9656D883D6,202412,금남시장,0.0494683,4,Very Low,정상,normal,0.0
AD045C18E5,202412,신금호,0.043085482,4,Very Low,정상,normal,0.0
1B5F85BD96,202412,뚝섬,0.04151054,4,Very Low,정상,normal,0.0
1C1F73D604,202412,,0.04798172,4,Very Low,정상,normal,0.0
62A9B7888B,202412,,0.048476268,4,Very Low,정상,normal,0.0
62DA6EB79A,202412,한양대,0.049556337,4,Very Low,정상,normal,0.0
AE0203735E,202412,,0.041703448,4,Very Low,정상,normal,0.0
62E7A755DC,202412,,0.04587888,4,Very Low,정상,normal,0.0
C21D7968F4,202412,신금호,0.04626488,4,Very Low,정상,normal,0.0
C2917321B5,202412,성수,0.04268784,4,Very Low,정상,normal,0.0
63064A8A5C,202412,성수,0.047932673,4,Very Low,정상,normal,0.0
6384E450BD,202412,왕십리,0.041031905,4,Very Low,정상,normal,0.0
94864656C3,202412,,0.040761713,4,Very Low,정상,normal,0.0
EC0642694D,202412,,0.04119724,4,Very Low,정상,normal,0.0
EA734570C0,202412,왕십리,0.04448511,4,Very Low,정상,normal,0.0
19DDC941DD,202412,,0.045186687,4,Very Low,정상,normal,0.0
EC999BD128,202412,왕십리,0.041291405,4,Very Low,정상,normal,0.0
1E8F8916F6,202412,성수,0.0458254,4,Very Low,정상,normal,0.0
CCD21AE0A4,202412,,0.047038134,4,Very Low,정상,normal,0.0
CCE28D1338,202412,,0.045546245,4,Very Low,정상,normal,0.0
81C9699D0D,202412,뚝섬,0.0491225,4,Very Low,정상,normal,0.0
E9372BF2CE,202412,마장동,0.044573292,4,Very Low,정상,normal,0.0
E93EA380D7,202412,,0.045087352,4,Very Low,정상,normal,0.0
671826BB1A,202412,왕십리,0.040198673,4,Very Low,정상,normal,0.0
6779202960,202412,,0.041277364,4,Very Low,정상,normal,0.0
A9C97F11F5,202412,금남시장,0.04153076,4,Very Low,정상,normal,0.0
1A95814825,202412,신금호,0.041893482,4,Very Low,정상,normal,0.0
3EC80135EF,202412,,0.046479136,4,Very Low,정상,normal,0.0
3F033E596C,202412,한양대,0.043532386,4,Very Low,정상,normal,0.0
7C767063D2,202412,뚝섬,0.048309613,4,Very Low,정상,normal,0.0
F602494665,202412,뚝섬,0.041780267,4,Very Low,정상,normal,0.0
F67A482D90,202412,왕십리,0.043160494,4,Very Low,정상,normal,0.0
4C60EE6CA4,202412,성수,0.04680584,4,Very Low,정상,normal,0.0
4A3538DDC3,202412,행당,0.049835406,4,Very Low,정상,normal,0.0
4B32EF06FA,202412,왕십리,0.042390294,4,Very Low,정상,normal,0.0
AEA94BDAF5,202412,한양대,0.04011916,4,Very Low,정상,normal,0.0
613B8B6375,202412,뚝섬,0.04509378,4,Very Low,정상,normal,0.0
AEF0DF6708,202412,,0.049577583,4,Very Low,정상,normal,0.0
AF202842B3,202412,행당,0.04377281,4,Very Low,정상,normal,0.0
7D2B5253F5,202412,왕십리,0.040028755,4,Very Low,정상,normal,0.0
2EEFCB2C63,202412,,0.046938226,4,Very Low,정상,normal,0.0
2EF97A568C,202412,한양대,0.043527633,4,Very Low,정상,normal,0.0
C5CC45C4BE,202412,,0.04004198,4,Very Low,정상,normal,0.0
312F1E6B7B,202412,뚝섬,0.049188863,4,Very Low,정상,normal,0.0
46409ECD04,202412,뚝섬,0.041926052,4,Very Low,정상,normal,0.0
E8152DDA49,202412,마장동,0.049133416,4,Very Low,정상,normal,0.0
946258597D,202412,마장동,0.04436561,4,Very Low,정상,normal,0.0
827A8265A3,202412,왕십리,0.046468973,4,Very Low,정상,normal,0.0
81502BD7CA,202412,,0.047139525,4,Very Low,정상,normal,0.0
0A21C8B332,202412,한양대,0.041082773,4,Very Low,정상,normal,0.0
0A249AE8F1,202412,왕십리,0.042770967,4,Very Low,정상,normal,0.0
5F2DDA0178,202412,성수,0.044815548,4,Very Low,정상,normal,0.0
E6BF54CE96,202412,뚝섬,0.04581947,4,Very Low,정상,normal,0.0
5D0C1CAA5E,202412,왕십리,0.040473036,4,Very Low,정상,normal,0.0
B269C5084C,202412,,0.043754093,4,Very Low,정상,normal,0.0
B06B36EBCC,202412,답십리,0.048713855,4,Very Low,정상,normal,0.0
5DD265DF51,202412,성수,0.04158274,4,Very Low,정상,normal,0.0
E7BA575772,202412,금남시장,0.047527503,4,Very Low,정상,normal,0.0
ECCBAE7ACB,202412,뚝섬,0.042895146,4,Very Low,정상,normal,0.0
1710309E11,202412,,0.0401742,4,Very Low,정상,normal,0.0
17DAB44CD4,202412,성수,0.043606535,4,Very Low,정상,normal,0.0
36A2BCEFD8,202412,왕십리,0.04616275,4,Very Low,정상,normal,0.0
36A38785F3,202412,,0.045376793,4,Very Low,정상,normal,0.0
352569F469,202412,왕십리,0.04643874,4,Very Low,정상,normal,0.0
1674C40960,202412,왕십리,0.048661757,4,Very Low,정상,normal,0.0
E64AD4E88B,202412,성수,0.04635424,4,Very Low,정상,normal,0.0
5B1F2A7BA9,202412,왕십리,0.045198023,4,Very Low,정상,normal,0.0
F9F193955A,202412,,0.0473219,4,Very Low,정상,normal,0.0
832EC92421,202412,신금호,0.049350586,4,Very Low,정상,normal,0.0
CED8E4AEE5,202412,장한평자동차,0.047400545,4,Very Low,정상,normal,0.0
D3F29D0C95,202412,성수,0.047245067,4,Very Low,정상,normal,0.0
37C22962DB,202412,뚝섬,0.044503115,4,Very Low,정상,normal,0.0
8334F2D489,202412,행당,0.041346807,4,Very Low,정상,normal,0.0
16B4B1BB89,202412,,0.041854054,4,Very Low,정상,normal,0.0
6A584E1D14,202412,금남시장,0.042378537,4,Very Low,정상,normal,0.0
6B1348B076,202412,,0.04575601,4,Very Low,정상,normal,0.0
A806AFD650,202412,성수,0.049426444,4,Very Low,정상,normal,0.0
692F6314A6,202412,뚝섬,0.049009115,4,Very Low,정상,normal,0.0
6B8978E14C,202412,옥수,0.04158678,4,Very Low,정상,normal,0.0
6B99F5A278,202412,신금호,0.049278356,4,Very Low,정상,normal,0.0
4BBF641656,202412,성수,0.045577522,4,Very Low,정상,normal,0.0
4BC0ED1667,202412,한양대,0.04753875,4,Very Low,정상,normal,0.0
DC1615940E,202412,성수,0.046924077,4,Very Low,정상,normal,0.0
B5A64F8167,202412,한양대,0.041378997,4,Very Low,정상,normal,0.0
B615F252E2,202412,왕십리,0.04038628,4,Very Low,정상,normal,0.0
B2781768EE,202412,성수,0.047142982,4,Very Low,정상,normal,0.0
B331A6B056,202412,행당,0.04249512,4,Very Low,정상,normal,0.0
B34F7214E8,202412,왕십리,0.046642832,4,Very Low,정상,normal,0.0
CA81C3788D,202412,금남시장,0.04203086,4,Very Low,정상,normal,0.0
D401EA47BD,202412,성수,0.042717583,4,Very Low,정상,normal,0.0
D4DF58F26D,202412,답십리,0.040738266,4,Very Low,정상,normal,0.0
0DA8A07267,202412,성수,0.041606504,4,Very Low,정상,normal,0.0
58D324F8BD,202412,뚝섬,0.048269052,4,Very Low,정상,normal,0.0
58FE1BFE3D,202412,,0.046288915,4,Very Low,정상,normal,0.0
E4C901B00D,202412,성수,0.041616675,4,Very Low,정상,normal,0.0
22B7683FF6,202412,,0.04509459,4,Very Low,정상,normal,0.0
235958D75C,202412,성수,0.048334688,4,Very Low,정상,normal,0.0
0961D33241,202412,왕십리,0.04364487,4,Very Low,정상,normal,0.0
46D50AE96B,202412,,0.044960596,4,Very Low,정상,normal,0.0
C70D8E86E1,202412,,0.04677702,4,Very Low,정상,normal,0.0
4554B97419,202412,한양대,0.043515436,4,Very Low,정상,normal,0.0
45CCE83EBB,202412,,0.04679733,4,Very Low,정상,normal,0.0
6D5D9F5BBD,202412,,0.04057201,4,Very Low,정상,normal,0.0
6DE0F0A2A3,202412,왕십리,0.040589947,4,Very Low,정상,normal,0.0
6E3F359ACF,202412,,0.045014456,4,Very Low,정상,normal,0.0
A4D5BDDEDF,202412,답십리,0.04645391,4,Very Low,정상,normal,0.0
DCC50120CB,202412,,0.04501924,4,Very Low,정상,normal,0.0
B6CE608009,202412,금남시장,0.04737222,4,Very Low,정상,normal,0.0
D02B6565D1,202412,왕십리,0.043322228,4,Very Low,정상,normal,0.0
857B7267B0,202412,성수,0.046909682,4,Very Low,정상,normal,0.0
86129404BB,202412,답십리,0.040649615,4,Very Low,정상,normal,0.0
21ED3E83CA,202412,,0.045380067,4,Very Low,정상,normal,0.0
203FEED90F,202412,,0.042965904,4,Very Low,정상,normal,0.0
5A0D48A713,202412,,0.0404789,4,Very Low,정상,normal,0.0
58ABFB3565,202412,,0.046327565,4,Very Low,정상,normal,0.0
E43552CFFF,202412,,0.045049902,4,Very Low,정상,normal,0.0
4E44FC37D5,202412,왕십리,0.043059845,4,Very Low,정상,normal,0.0
C1CF5ADDEC,202412,,0.041060723,4,Very Low,정상,normal,0.0
7AB74628EA,202412,,0.04109586,4,Very Low,정상,normal,0.0
79D27C8940,202412,,0.045919485,4,Very Low,정상,normal,0.0
79EBBF0E89,202412,,0.040678352,4,Very Low,정상,normal,0.0
7A29E2FB9F,202412,,0.049517043,4,Very Low,정상,normal,0.0
7A2D621B50,202412,성수,0.04670502,4,Very Low,정상,normal,0.0
C7EB1E8F0F,202412,성수,0.04582957,4,Very Low,정상,normal,0.0
D877FBFA11,202412,뚝섬,0.042566452,4,Very Low,정상,normal,0.0
D8A875AA9D,202412,왕십리,0.04938233,4,Very Low,정상,normal,0.0
6F534D5C41,202412,금남시장,0.045164485,4,Very Low,정상,normal,0.0
248ED10705,202412,성수,0.04189556,4,Very Low,정상,normal,0.0
252CF56BC1,202412,성수,0.04196224,4,Very Low,정상,normal,0.0
E322BB2F76,202412,한양대,0.04499515,4,Very Low,정상,normal,0.0
E3298570A2,202412,왕십리,0.049047455,4,Very Low,정상,normal,0.0
E368BF165D,202412,한양대,0.043985885,4,Very Low,정상,normal,0.0
921F25CC9D,202412,,0.044545315,4,Very Low,정상,normal,0.0
8532370698,202412,한양대,0.041646052,4,Very Low,정상,normal,0.0
8532D4C362,202412,,0.047998127,4,Very Low,정상,normal,0.0
FA5BFF2F5E,202412,왕십리,0.04077116,4,Very Low,정상,normal,0.0
B75F0C155E,202412,답십리,0.046700656,4,Very Low,정상,normal,0.0
9A750B743F,202412,뚝섬,0.041492842,4,Very Low,정상,normal,0.0
D612EC720C,202412,성수,0.045090567,4,Very Low,정상,normal,0.0
408A79D8E5,202412,,0.043306276,4,Very Low,정상,normal,0.0
9A9ADB69FB,202412,왕십리,0.04813041,4,Very Low,정상,normal,0.0
6FBB888389,202412,답십리,0.043313358,4,Very Low,정상,normal,0.0
A2DEC8B8B8,202412,성수,0.045718476,4,Very Low,정상,normal,0.0
DDF9F33035,202412,답십리,0.040130418,4,Very Low,정상,normal,0.0
E376C90F04,202412,한양대,0.049972467,4,Very Low,정상,normal,0.0
E3B9A9EE3A,202412,한양대,0.040787227,4,Very Low,정상,normal,0.0
